Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
MECOM	"EVI1, KMT8E, MDS1, MDS1-EVI1, PRDM3"	ENSG00000085276	"MDS1 and EVI1 complex locus"	Q03112	3	169083499-169663775	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transcription factors"	"Apoptosis, Differentiation, Transcription, Transcription regulation"	"Developmental protein, DNA-binding, Methyltransferase, Transferase"	"Cancer-related genes, Disease variant, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"stomach 1: 71.4"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 115.7;Collecting duct cells: 167.3;Gastric mucus-secreting cells: 116.1;Glandular and luminal cells: 132.1;Microglial cells: 331.0"	"Cell type enriched"	"Detected in many"	9	"endothelial cell: 3226.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"plasmacytoid DC: 1.6"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Breast - Endothelial cells, Heart muscle - Endothelial cells, Liver - Vascular Endothelial cells, Pituitary gland - Undifferentiated cells (Pituitary gland), Prostate - Urothelial cells, Skeletal muscle - Endothelial cells, Skin - Endothelial cells, Spleen - Endothelial cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA046537	Supported		Supported	"Nuclear speckles"			NA	NA			"Cluster 2: Dendritic cells - Unknown function"	"Cluster 45: Intestine - Digestion"	"Cluster 47: Endothelial cells - Vasculature"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 37: Glandular & Luminal cells - Unknown function"	67	"Nuclear speckles"		"HPA046537: AB_2679689"	"unprognostic (1.55e-3)"	"unprognostic (5.06e-3)"	"unprognostic (2.62e-2)"	"unprognostic (1.38e-1)"	"unprognostic (1.12e-1)"	"unprognostic (1.04e-1)"	"unprognostic (3.92e-2)"	"unprognostic (1.02e-2)"	"unprognostic (3.74e-1)"	"unprognostic (4.07e-2)"	"unprognostic (1.79e-3)"	"unprognostic (5.12e-3)"	"unprognostic (2.21e-3)"	"unprognostic (1.74e-2)"	"unprognostic (1.45e-1)"	"unprognostic (5.32e-4)"	"unprognostic (1.13e-1)"	"unprognostic (1.91e-1)"	"unprognostic (3.69e-1)"	"unprognostic (3.98e-2)"	"unprognostic (2.91e-1)"	"unprognostic (1.56e-4)"	"unprognostic (1.35e-3)"	"unprognostic (3.58e-1)"	"unprognostic (1.06e-2)"	"unprognostic (3.43e-1)"	"unprognostic (8.16e-2)"	"unprognostic (2.26e-1)"	"unprognostic (1.14e-1)"	"unprognostic (6.61e-2)"	"unprognostic (4.70e-2)"
MIA	CD-RAP	ENSG00000261857	"MIA SH3 domain containing"	Q16674	19	40771648-40777490	"Cancer-related genes, Predicted secreted proteins"		"Growth factor"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"breast: 56.0;pituitary gland: 74.2;salivary gland: 41.9;stomach 1: 64.0"	"Group enriched"	"Detected in some"	6	"Breast glandular cells: 43.9;Breast myoepithelial cells: 91.8;Melanocytes: 147.7;Schwann cells: 74.1"	"Cell type enhanced"	"Detected in some"		"leukocyte: 2.4"	"Cancer enriched"	"Detected in many"	8	"Skin Cuteneous Melanoma (TCGA): 1118.2"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	4	"neutrophil: 2.7"	"Lineage enriched"	"Detected in single"	9	"granulocytes: 2.7"	"Cancer enriched"	"Detected in many"	5	"skin cancer: 473.9"	"Adrenal gland - Schwann cells, Colon - Enteric glia cells, Skin - Eccrine sweat gland cells"	"Low region specificity"	"Detected in all"			"Region enriched"	"Detected in single"	27	"olfactory bulb: 25.9"	HPA042369	Approved				"Secreted to blood"	"Growth factor"	NA	NA	8270000	29000	"Cluster 35: Neutrophils - Protein binding"	"Cluster 48: Stomach - Proteolysis"	"Cluster 11: White matter - Signal transduction"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 45: Non-specific - Mixed function"				"HPA042369: AB_10794420"	"unprognostic (1.84e-1)"	"unprognostic (3.18e-4)"	"unprognostic (1.39e-1)"	"unprognostic (6.61e-2)"	"unprognostic (1.50e-1)"	"unprognostic (1.17e-1)"	"unprognostic (1.22e-1)"		"unprognostic (4.83e-2)"				"unprognostic (2.09e-2)"		"unprognostic (8.57e-3)"	"unprognostic (3.75e-1)"	"unprognostic (5.36e-2)"	"unprognostic (2.69e-2)"	"unprognostic (5.15e-3)"	"unprognostic (1.04e-1)"	"unprognostic (2.09e-1)"	"unprognostic (5.27e-2)"	"unprognostic (2.05e-2)"	"unprognostic (1.47e-1)"	"unprognostic (3.44e-1)"	"unprognostic (1.63e-1)"	"unprognostic (1.73e-1)"	"unprognostic (5.03e-2)"	"unprognostic (1.97e-1)"	"unprognostic (6.21e-2)"	"unprognostic (1.07e-1)"
MMP1	CLG	ENSG00000196611	"Matrix metallopeptidase 1"	P03956	11	102789401-102798160	"Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, Human disease related genes, Plasma proteins, Predicted secreted proteins"	"Collagen degradation, Host-virus interaction"	"Hydrolase, Metalloprotease, Protease"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"gallbladder: 73.2;stomach 1: 46.2;urinary bladder: 50.4"	"Cell type enhanced"	"Detected in some"		"Basal respiratory cells: 77.3;Cholangiocytes: 32.4;Ductal cells: 114.5;Exocrine glandular cells: 87.0;Pancreatic endocrine cells: 83.2"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Head and Neck Squamous Cell Carcinoma (TCGA): 419.8"	"Region enriched"	"Detected in single"	7	"cerebral cortex: 3.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Sarcoma: 912.7;thyroid cancer: 1579.6"	"Pancreas - Ductal cells"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	6	"amygdala: 1.1;hippocampal formation: 4.0"	HPA004920			Approved	Vesicles	"Secreted to extracellular matrix"	Enzyme	NA	NA		130000		"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 12: Non-specific - Vasculature"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 45: Non-specific - Mixed function"	1	Vesicles		"HPA004920: AB_2667293"	"unprognostic (7.20e-3)"	"unprognostic (1.71e-2)"	"unprognostic (1.43e-1)"	"unprognostic (4.92e-4)"	"unprognostic (1.73e-1)"	"unprognostic (3.44e-3)"	"unprognostic (1.09e-2)"	"unprognostic (2.01e-1)"	"unprognostic (3.17e-2)"	"unprognostic (2.45e-5)"	"unprognostic (4.82e-3)"	"unprognostic (2.81e-1)"	"unprognostic (1.94e-5)"	"unprognostic (2.76e-7)"	"unprognostic (1.37e-3)"	"unprognostic (1.29e-2)"	"unprognostic (1.72e-1)"	"unprognostic (7.12e-2)"	"unprognostic (1.75e-1)"	"unprognostic (9.73e-2)"	"unprognostic (1.01e-1)"	"unprognostic (2.49e-3)"	"unprognostic (1.37e-1)"		"unprognostic (9.25e-2)"	"unprognostic (3.92e-1)"	"unprognostic (4.75e-2)"	"unprognostic (2.01e-2)"	"unprognostic (8.43e-2)"		"unprognostic (4.99e-3)"
MST1R	"CD136, CDw136, PTK8, RON, SEA"	ENSG00000164078	"Macrophage stimulating 1 receptor"	Q04912	3	49887002-49903873	"CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Immunity, Innate immunity"	"Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 18.8;skin 1: 31.1;stomach 1: 26.4"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 25.7;Distal enterocytes: 32.8;Gastric mucus-secreting cells: 92.0;Intestinal goblet cells: 25.9;Proximal enterocytes: 21.7"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 49.5"	"Adipose visceral - Mesothelial cells, Minor Salivary Gland - Minor salivary gland basal cells, Prostate - Urothelial cells, Skin - Keratinocyte (other), Stomach - Gastric mucous cells, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA007657, HPA008180, CAB008972"	Enhanced		Approved	Cytosol			NA	NA				"Cluster 45: Intestine - Digestion"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 46: Gastric mucus-secreting cells - Digestion"	12	Cytosol		"CAB008972: , HPA007657: AB_1079292, HPA008180: AB_1079291"	"unprognostic (3.03e-1)"	"unprognostic (2.26e-2)"	"unprognostic (7.02e-3)"	"unprognostic (1.21e-2)"	"unprognostic (2.26e-1)"	"unprognostic (1.07e-2)"			"unprognostic (2.60e-1)"			"unprognostic (5.07e-3)"	"unprognostic (1.34e-2)"	"unprognostic (2.10e-3)"	"unprognostic (1.91e-2)"	"unprognostic (4.45e-3)"	"unprognostic (7.70e-5)"	"unprognostic (4.62e-2)"	"unprognostic (1.15e-3)"	"unprognostic (3.77e-1)"	"unprognostic (3.21e-1)"	"unprognostic (2.13e-3)"	"unprognostic (1.65e-1)"		"unprognostic (2.95e-1)"	"unprognostic (6.97e-2)"	"unprognostic (1.82e-1)"	"unprognostic (2.07e-1)"	"unprognostic (2.35e-1)"	"unprognostic (1.34e-3)"	"unprognostic (4.93e-2)"
MUC1	"ADMCKD, ADMCKD1, Ca15-3, CD227, EMA, KL-6, MCD, MCKD, MCKD1, PEM, PUM"	ENSG00000185499	"Mucin 1, cell surface associated"	P15941	1	155185824-155192916	"Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"			"Cancer-related genes, Tumor suppressor"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 419.1;stomach 1: 862.1"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 963.7;Alveolar cells type 2: 1456.7;Exocrine glandular cells: 951.7;Gastric mucus-secreting cells: 572.5;Ionocytes: 447.7"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"T-reg: 1.2"	"Lineage enhanced"	"Detected in single"		"T-cells: 1.2"	"Cancer enhanced"	"Detected in all"		"breast cancer: 211.1;pancreatic cancer: 218.2"	"Adipose visceral - Mesothelial cells, Breast - Breast glandular cells, Colon - Mitotic cells (Colon), Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary glandular cells, Skin - Sebaceous gland cells, Stomach - Gastric mucous cells, Testis - Early spermatids, Testis - Late spermatids"					"Low region specificity"	"Detected in many"			"CAB000036, CAB001986, HPA004179, HPA007235, HPA008855, CAB080102, CAB080103"	Enhanced		Supported	"Plasma membrane"	"Secreted in other tissues"	"No annotated function"	NA	NA		4300000	"Cluster 5: Non-specific - Cell proliferation"	"Cluster 48: Stomach - Proteolysis"	"Cluster 44: Non-specific - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 45: Non-specific - Mixed function"	29	"Plasma membrane"		"CAB000036: AB_2148557, CAB001986: , CAB080102: , CAB080103: , HPA004179: AB_1846282, HPA007235: AB_1846281, HPA008855: AB_1846283"	"unprognostic (9.57e-2)"	"unprognostic (1.19e-1)"	"unprognostic (1.89e-1)"	"unprognostic (1.21e-1)"	"unprognostic (1.64e-1)"	"unprognostic (1.30e-2)"	"unprognostic (3.87e-2)"	"unprognostic (9.41e-2)"	"unprognostic (1.13e-1)"	"unprognostic (8.45e-4)"	"unprognostic (6.90e-4)"	"unprognostic (2.30e-2)"	"unprognostic (1.18e-1)"	"unprognostic (3.24e-3)"	"unprognostic (5.09e-2)"	"unprognostic (3.70e-1)"	"unprognostic (2.24e-1)"	"unprognostic (4.46e-3)"	"unprognostic (8.82e-2)"	"unprognostic (1.09e-1)"	"unprognostic (3.10e-1)"	"unprognostic (4.44e-4)"	"unprognostic (1.76e-2)"	"unprognostic (4.33e-1)"	"unprognostic (7.54e-3)"	"unprognostic (3.99e-3)"	"unprognostic (3.07e-1)"	"unprognostic (2.15e-1)"	"unprognostic (1.24e-1)"	"unprognostic (4.38e-2)"	"unprognostic (1.11e-1)"
MYEOV	OCIM	ENSG00000172927	"Myeloma overexpressed"	Q96EZ4	11	69294151-69341682	"Predicted membrane proteins"			Proto-oncogene	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"adipose tissue: 5.2;breast: 5.0;esophagus: 9.3;stomach 1: 5.9"	"Cell type enhanced"	"Detected in some"		"Breast glandular cells: 36.0;Breast myoepithelial cells: 31.7;Club cells: 12.0;Ductal cells: 10.6;Early spermatids: 11.4;Gastric mucus-secreting cells: 20.6;Paneth cells: 19.2"	"Cell type enhanced"	"Detected in some"		"central nervous system macrophage: 1.5;oligodendrocyte precursor cell: 1.4"	"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Prostate - Urothelial cells, Spleen - Plasma cells, Stomach - Gastric mucous cells, Testis - Late spermatids"									HPA012949	Uncertain		Approved	Nucleoplasm,Vesicles			NA	NA				"Cluster 27: Squamous epithelium - Keratinization"		"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 45: Non-specific - Mixed function"	11	Nucleoplasm	Vesicles	"HPA012949: AB_1854241"	"unprognostic (3.78e-1)"	"unprognostic (7.97e-5)"	"unprognostic (8.65e-2)"	"unprognostic (3.96e-5)"	"unprognostic (4.94e-1)"	"unprognostic (6.48e-2)"			"unprognostic (8.82e-2)"		"unprognostic (3.31e-1)"	"unprognostic (8.67e-2)"		"unprognostic (2.45e-2)"	"unprognostic (2.79e-1)"	"unprognostic (7.54e-4)"	"unprognostic (2.52e-1)"	"unprognostic (1.83e-2)"	"unprognostic (3.71e-2)"		"unprognostic (1.45e-1)"	"unprognostic (2.59e-6)"	"unprognostic (1.01e-1)"		"unprognostic (7.40e-2)"	"unprognostic (7.65e-2)"	"unprognostic (2.20e-1)"	"unprognostic (2.31e-1)"			"unprognostic (1.72e-1)"
MYH13	MyHC-eo	ENSG00000006788	"Myosin heavy chain 13"	Q9UKX3	17	10300865-10373130	"Plasma proteins, Predicted intracellular proteins"		"Actin-binding, Calmodulin-binding, Motor protein, Muscle protein, Myosin"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"skeletal muscle: 1.5;stomach 1: 1.5"	"Cell type enriched"	"Detected in some"	10	"Oocytes: 19.1"	"Low cell type specificity"	"Detected in some"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Skeletal muscle - Skeletal myocytes"	"Low region specificity"	"Detected in single"			"Not detected"	"Not detected"										NA	NA		20000000		"Cluster 2: Skeletal muscle - Striated muscle contraction"		"Cluster 35: RS4;11 - Unknown function"	"Cluster 44: Oocytes - Unknown function"	2						"unprognostic (6.99e-2)"																												
NMUR2	NMU2R	ENSG00000132911	"Neuromedin U receptor 2"	Q9GZQ4	5	152391546-152433368	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"stomach 1: 1.0;testis: 1.5"	"Group enriched"	"Detected in some"	7	"Gastric mucus-secreting cells: 3.5;Oligodendrocytes: 7.9;Sertoli cells: 2.7"	"Cell type enhanced"	"Detected in some"		"endothelial cell: 10.0;oligodendrocyte: 28.6"	"Group enriched"	"Detected in some"	5	"Pancreatic Adenocarcinoma (TCGA): 2.6;Stomach Adenocarcinoma (TCGA): 3.1"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gastric cancer: 4.5;pancreatic cancer: 8.1"	"Testis - Sertoli cells"	"Region enhanced"	"Detected in single"		"hypothalamus: 1.7"	"Low region specificity"	"Detected in all"			"HPA027800, HPA045836"	Enhanced		Supported	"Plasma membrane"			NA	NA				"Cluster 44: Testis - Spermatogenesis"	"Cluster 26: Oligodendrocytes - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 51: Oligodendrocytes - Unknown function"	4	"Plasma membrane"		"HPA027800: , HPA045836: AB_10968856"			"unprognostic (5.71e-2)"			"unprognostic (3.27e-2)"																"unprognostic (5.19e-2)"	"unprognostic (1.78e-1)"			"unprognostic (2.25e-2)"		"unprognostic (1.34e-2)"			
NQO1	"DHQU, DIA4, DTD, NMOR1, QR1"	ENSG00000181019	"NAD(P)H quinone dehydrogenase 1"	P15559	16	69706996-69726668	"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"		Oxidoreductase	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"stomach 1: 508.8"	"Cell type enhanced"	"Detected in many"		"Ciliated cells: 259.9;Distal enterocytes: 235.4;Gastric mucus-secreting cells: 528.8;Ionocytes: 212.1;Suprabasal keratinocytes: 329.7"	"Cell type enhanced"	"Detected in all"		"choroid plexus epithelial cell: 38.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA007308, CAB012421"	Enhanced		Enhanced	Cytosol			NA	NA		210000	"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 12: Squamous epithelial cells - Keratinization"	12	Cytosol		"CAB012421: , HPA007308: AB_1079501"	"unprognostic (1.40e-3)"	"unprognostic (1.87e-3)"	"unprognostic (5.72e-2)"	"unprognostic (7.97e-3)"	"unprognostic (2.31e-1)"	"unprognostic (1.62e-1)"	"unprognostic (3.15e-3)"	"unprognostic (5.01e-3)"	"unprognostic (1.72e-3)"	"unprognostic (1.66e-1)"	"unprognostic (4.78e-3)"	"unprognostic (5.20e-3)"	"unprognostic (1.33e-4)"	"unprognostic (1.48e-3)"	"unprognostic (8.02e-3)"	"unprognostic (8.04e-2)"	"unprognostic (2.20e-1)"	"unprognostic (1.19e-1)"	"unprognostic (3.07e-1)"	"unprognostic (2.04e-1)"	"unprognostic (4.98e-2)"	"unprognostic (9.39e-3)"	"unprognostic (2.49e-3)"	"unprognostic (6.41e-2)"	"unprognostic (6.81e-2)"	"unprognostic (5.13e-3)"	"unprognostic (7.54e-2)"	"unprognostic (8.76e-2)"	"unprognostic (2.44e-1)"	"unprognostic (1.41e-1)"	"unprognostic (5.45e-2)"
OASL	"OASL1, p59OASL, TRIP14"	ENSG00000135114	"2'-5'-oligoadenylate synthetase like"	Q15646	12	121017763-121039246	"Predicted intracellular proteins"	"Antiviral defense, Immunity, Innate immunity"	RNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 35.3;stomach 1: 21.7"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 69.0;Gastric mucus-secreting cells: 73.7;Hofbauer cells: 27.4;Intestinal goblet cells: 30.3;monocytes: 26.7;Paneth cells: 39.6;T-cells: 41.9"	"Group enriched"	"Detected in some"	6	"endothelial cell: 5.4;leukocyte: 21.1"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"neutrophil: 133.3"	"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"pancreatic cancer: 43.2"	"Stomach - Gastric mucous cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			HPA001474	Approved		Supported	Nucleoplasm,Cytosol			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 43: Hindbrain - Mixed function"	"Cluster 31: Non-specific - Antiviral immune response"	"Cluster 80: Non-specific - Transcription"	47	"Nucleoplasm, Cytosol"		"HPA001474: AB_1079518"	"unprognostic (2.85e-2)"	"unprognostic (1.27e-1)"	"unprognostic (3.57e-1)"	"unprognostic (1.12e-1)"	"unprognostic (2.27e-1)"	"unprognostic (3.10e-1)"	"unprognostic (3.61e-1)"	"unprognostic (1.03e-1)"	"unprognostic (2.92e-1)"		"unprognostic (2.77e-3)"	"unprognostic (8.55e-3)"	"unprognostic (4.75e-2)"	"unprognostic (1.39e-1)"	"unprognostic (2.76e-3)"	"unprognostic (4.61e-3)"	"unprognostic (2.01e-1)"	"unprognostic (5.69e-2)"	"unprognostic (3.45e-2)"	"unprognostic (1.63e-1)"	"unprognostic (1.11e-1)"	"unprognostic (6.23e-4)"	"unprognostic (9.82e-2)"	"unprognostic (1.58e-1)"	"unprognostic (1.21e-1)"	"unprognostic (2.35e-2)"	"unprognostic (2.83e-2)"	"unprognostic (1.17e-1)"	"unprognostic (2.87e-2)"	"unprognostic (2.11e-1)"	"unprognostic (5.81e-3)"
ONECUT3		ENSG00000205922	"One cut homeobox 3"	O60422	19	1753506-1780988	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"retina: 2.1;stomach 1: 4.2"	"Cell type enriched"	"Detected in some"	5	"Horizontal cells: 77.4"	"Cell type enhanced"	"Detected in single"		"splatter: 1.5"	"Group enriched"	"Detected in some"	7	"Pancreatic Adenocarcinoma (TCGA): 4.5;Stomach Adenocarcinoma (TCGA): 4.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gastric cancer: 15.3"		"Low region specificity"	"Detected in single"			"Region enhanced"	"Detected in single"		"hypothalamus: 2.4"	HPA059936			Supported	Nucleoplasm			NA	NA				"Cluster 39: Retina & Testis - Cilium"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 71: Horizontal & Bipolar cells - Neuronal signaling"	3	Nucleoplasm		"HPA059936: AB_2684172"						"unprognostic (9.55e-2)"																"unprognostic (2.65e-2)"	"unprognostic (5.90e-2)"					"unprognostic (1.05e-1)"			
