Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
ST8SIA3	SIAT8C	ENSG00000177511	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"	O43173	18	57352557-57371731	"Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 22.1;pituitary gland: 7.9;retina: 7.3"	"Group enriched"	"Detected in some"	5	"Bipolar cells: 24.2;Excitatory neurons: 72.4;Horizontal cells: 40.9;Inhibitory neurons: 54.2;Oligodendrocyte precursor cells: 20.8"	"Cell type enhanced"	"Detected in many"		"medium spiny neuron: 228.0"	"Group enriched"	"Detected in some"	11	"Glioblastoma Multiforme (TCGA): 1.4;Pancreatic Adenocarcinoma (TCGA): 2.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Neuroblastoma: 9.4;thyroid cancer: 4.1"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Thyroid gland - Parafollicular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA063398, HPA066783"	Enhanced		Supported	"Golgi apparatus"			No	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"	8	"Golgi apparatus"		"HPA063398: AB_2685004, HPA066783: AB_2685721"							"unprognostic (1.70e-1)"	"unprognostic (1.64e-3)"														"unprognostic (1.49e-2)"									
TAC4	"HK-1, PPT-C, Pptc"	ENSG00000176358	"Tachykinin precursor 4"	Q86UU9	17	49838300-49848069	"Predicted secreted proteins"		"Hypotensive agent"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"choroid plexus: 2.5;pituitary gland: 4.9"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 2.2;Inhibitory neurons: 1.1;Oligodendrocyte precursor cells: 1.4"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in some"	4	"Glioblastoma Multiforme (TCGA): 1.3;Lung Adenocarcinoma (TCGA): 4.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	4	"Rhabdoid: 6.5"		"Not detected"	"Not detected"			"Not detected"	"Not detected"								"Secreted to blood"	Other	NA	NA				"Cluster 35: Non-specific - Mitochondria"	"Cluster 48: Non-specific - Mixed function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 34: Neurons - Neuronal signaling"							"unprognostic (9.02e-3)"			"unprognostic (9.52e-2)"	"unprognostic (4.25e-2)"									"unprognostic (1.07e-2)"	"unprognostic (1.45e-1)"									"unprognostic (2.05e-2)"					
TCEAL2	"my048, MY0876G05, WEX1"	ENSG00000184905	"Transcription elongation factor A like 2"	Q9H3H9	X	102125679-102140426	"Predicted intracellular proteins"	"Transcription, Transcription regulation"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 242.5;pituitary gland: 184.8"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 117.7;Distal tubular cells: 86.1;Granulosa cells: 266.1;Horizontal cells: 78.1;Muller glia cells: 185.9;Ovarian stromal cells: 117.8;Sertoli cells: 84.3"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 48.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"lung cancer: 8.0"	"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Mesothelial cells, Minor Salivary Gland - Minor salivary glandular cells, Testis - Sertoli cells, Thyroid gland - Thyroid glandular cells"									HPA076317			Approved	"Nuclear speckles,Cytosol"			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 1: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 6: Ovarian stromal cells - Transcription"	8	"Nuclear speckles"	Cytosol	"HPA076317: AB_2686794"	"unprognostic (6.79e-2)"	"unprognostic (5.28e-3)"	"unprognostic (6.70e-2)"	"unprognostic (5.47e-4)"			"unprognostic (1.63e-1)"	"unprognostic (1.73e-4)"		"unprognostic (2.67e-1)"	"unprognostic (8.05e-3)"	"unprognostic (1.76e-2)"	"unprognostic (6.20e-2)"			"unprognostic (1.89e-2)"	"unprognostic (5.30e-3)"	"unprognostic (2.84e-1)"	"unprognostic (4.68e-2)"	"unprognostic (9.90e-2)"	"unprognostic (7.88e-2)"	"unprognostic (8.62e-3)"		"unprognostic (1.04e-1)"				"unprognostic (6.78e-3)"	"unprognostic (6.44e-2)"	"unprognostic (4.10e-2)"	"unprognostic (2.70e-2)"
TCEAL5	WEX4	ENSG00000204065	"Transcription elongation factor A like 5"	Q5H9L2	X	103273691-103276750	"Predicted intracellular proteins"	"Transcription, Transcription regulation"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 101.6;pituitary gland: 60.5;testis: 58.3"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 31.0;Muller glia cells: 61.4;Peritubular cells: 34.6;Sertoli cells: 206.7"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in some"		"Glioblastoma Multiforme (TCGA): 22.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	7	"Neuroblastoma: 24.3"	"Heart muscle - Fibroblasts, Pancreas - Alpha cells, Prostate - Fibroblasts, Stomach - Fibroblasts, Testis - Sertoli cells, Thyroid gland - Thyroid glandular cells"									"HPA045564, HPA058982"	Supported		Approved	Nucleoplasm			NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 4: Non-specific - mRNA splicing & Cell cycle"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 25: Bipolar cells - Visual perception"	1	Nucleoplasm		"HPA045564: AB_2679369, HPA058982: AB_2683870"			"unprognostic (2.73e-2)"				"unprognostic (1.94e-2)"	"unprognostic (2.31e-1)"												"unprognostic (1.02e-2)"	"unprognostic (1.56e-1)"	"unprognostic (3.56e-4)"							"unprognostic (2.36e-1)"		"unprognostic (3.66e-1)"
TMC2	"C20orf145, dJ686C3.3"	ENSG00000149488	"Transmembrane channel like 2"	Q8TDI7	20	2536573-2643580	"Predicted membrane proteins"	"Ion transport, Transport"	"Ion channel"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in some"		"brain: 3.9;pituitary gland: 1.8"	"Group enriched"	"Detected in some"	8	"Late spermatids: 26.9;Oligodendrocyte precursor cells: 30.7"	"Cell type enhanced"	"Detected in many"		"hippocampal dentate gyrus: 45.3;oligodendrocyte precursor cell: 41.5;upper rhombic lip: 52.8"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Pituitary gland - Somatotropes, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 76: Oligodendrocyte precursor - Unknown function"							"unprognostic (3.30e-2)"																												
TMEM130	"DKFZp761L1417, FLJ42643"	ENSG00000166448	"Transmembrane protein 130"	Q8N3G9	7	98846488-98870771	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 164.8;pituitary gland: 97.6"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 44.1;Excitatory neurons: 42.3;Horizontal cells: 14.5;Inhibitory neurons: 51.6;Oligodendrocyte precursor cells: 10.8"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Kidney Renal Clear Cell Carcinoma (TCGA): 17.7;Kidney Renal Papillary Cell Carcinoma (TCGA): 22.2"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"neutrophil: 1.3"	"Lineage enriched"	"Detected in single"	4	"granulocytes: 1.3"	"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 12.7"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA012928	Uncertain		Supported	"Golgi apparatus"			NA	NA		9000		"Cluster 5: Brain & Testis - Signal transduction"	"Cluster 14: Neurons - Synaptic function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 25: Bipolar cells - Visual perception"	10	"Golgi apparatus"		"HPA012928: AB_1858085"	"unprognostic (3.35e-3)"	"unprognostic (4.55e-2)"	"unprognostic (2.60e-1)"				"unprognostic (4.27e-3)"	"unprognostic (2.09e-1)"			"unprognostic (2.96e-2)"	"unprognostic (1.38e-1)"	"unprognostic (7.73e-2)"	"unprognostic (1.53e-1)"		"unprognostic (3.37e-4)"	"unprognostic (1.24e-1)"	"unprognostic (1.21e-1)"	"unprognostic (3.02e-1)"	"unprognostic (1.34e-2)"	"unprognostic (2.49e-2)"	"unprognostic (3.45e-2)"	"unprognostic (1.31e-3)"	"unprognostic (2.45e-1)"		"unprognostic (2.49e-3)"		"unprognostic (1.43e-2)"	"unprognostic (6.34e-2)"	"unprognostic (5.58e-3)"	"unprognostic (7.19e-3)"
TMEM61		ENSG00000143001	"Transmembrane protein 61"	Q8N0U2	1	54980628-54992288	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 23.0;pituitary gland: 46.4;salivary gland: 19.0"	"Cell type enhanced"	"Detected in many"		"Distal tubular cells: 21.5;Enteroendocrine cells: 26.0;Intestinal goblet cells: 63.6;Ionocytes: 42.3;Oocytes: 22.8;Salivary duct cells: 39.7;Serous glandular cells: 22.3"	"Cell type enhanced"	"Detected in some"		"cerebellar inhibitory: 9.8;lower rhombic lip: 12.7;upper rhombic lip: 6.9"	"Cancer enriched"	"Detected in many"	7	"Kidney Chromophobe (TCGA): 32.4"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"lung cancer: 3.4;pancreatic cancer: 3.6"	"Adipose subcutaneous - Smooth muscle cells, Minor Salivary Gland - Minor salivary glandular cells, Pancreas - Beta cells, Pituitary gland - Corticotropes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"HPA030614, HPA057087"	Uncertain		Approved	"Vesicles,Plasma membrane"			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 2: Mucus-secreting cells - Unknown function"	"Cluster 16: Intestinal goblet cells - Mucin production"	11	"Plasma membrane"	Vesicles	"HPA030614: AB_10603216, HPA057087: "	"unprognostic (2.69e-3)"	"unprognostic (3.11e-1)"	"unprognostic (2.76e-3)"	"unprognostic (1.05e-1)"	"unprognostic (1.54e-3)"	"unprognostic (4.24e-2)"				"unprognostic (8.51e-2)"	"unprognostic (1.51e-2)"		"unprognostic (1.82e-2)"			"unprognostic (1.57e-1)"	"unprognostic (6.54e-2)"	"unprognostic (1.67e-2)"		"unprognostic (4.98e-2)"	"unprognostic (2.93e-1)"	"unprognostic (5.91e-3)"		"unprognostic (2.52e-2)"	"unprognostic (5.11e-2)"	"unprognostic (2.77e-3)"		"unprognostic (1.29e-1)"			"unprognostic (1.50e-2)"
TMIE	DFNB6	ENSG00000181585	"Transmembrane inner ear"	Q8NEW7	3	46694528-46710886	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"			"Deafness, Disease variant, Non-syndromic deafness"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 13.4;pituitary gland: 9.6"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 3.8;Horizontal cells: 3.1;Skeletal myocytes: 2.9;Spermatocytes: 3.2;Spermatogonia: 3.1"	"Low cell type specificity"	"Detected in many"			"Group enriched"	"Detected in many"	5	"Glioblastoma Multiforme (TCGA): 9.0;Kidney Chromophobe (TCGA): 7.6"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"naive CD4 T-cell: 2.4"	"Lineage enriched"	"Detected in single"	15	"T-cells: 2.4"	"Low cancer specificity"	"Detected in some"			"Breast - T-cells, Kidney - Podocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA038298	Uncertain		Uncertain	Vesicles,Cytosol			NA	NA			"Cluster 11: T-cells - Unknown function"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 35: RS4;11 - Unknown function"	"Cluster 71: Horizontal & Bipolar cells - Neuronal signaling"		"Vesicles, Cytosol"		"HPA038298: AB_10675792"	"unprognostic (3.34e-3)"		"unprognostic (6.97e-3)"	"unprognostic (2.71e-2)"			"unprognostic (8.00e-3)"	"unprognostic (5.65e-2)"		"unprognostic (9.11e-2)"			"unprognostic (9.03e-2)"	"unprognostic (1.26e-2)"								"unprognostic (1.83e-1)"								"unprognostic (1.19e-1)"	"unprognostic (1.79e-3)"
TNFRSF25	"APO-3, DDR3, DR3, LARD, TNFRSF12, TR3, TRAMP, WSL-1, WSL-LR"	ENSG00000215788	"TNF receptor superfamily member 25"	Q93038	1	6460786-6466175	"Predicted membrane proteins, Predicted secreted proteins"	Apoptosis	Receptor		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 41.2;lymphoid tissue: 42.9;pituitary gland: 29.1"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 30.7;Excitatory neurons: 36.3;T-cells: 38.5"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"MAIT T-cell: 5.6;memory CD4 T-cell: 4.4;memory CD8 T-cell: 2.2;naive CD4 T-cell: 4.4;T-reg: 7.9"	"Lineage enriched"	"Detected in many"	7	"T-cells: 7.9"	"Low cancer specificity"	"Detected in many"			"Breast - T-cells, Pituitary gland - Corticotropes, Skeletal muscle - Fibroblasts"	"Group enriched"	"Detected in some"	6	"amygdala: 1.2;cerebral cortex: 1.4;hippocampal formation: 2.0"	"Low region specificity"	"Detected in many"			HPA069834			Approved	"Nucleoplasm,Plasma membrane,Actin filaments,Focal adhesion sites"	"Secreted - unknown location"	Receptor	NA	NA			"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 65: Cerebellum - Nervous system development"	"Cluster 35: Non-specific - DNA binding"	"Cluster 24: Non-specific - Unknown function"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	3	"Plasma membrane, Actin filaments, Focal adhesion sites"	Nucleoplasm	"HPA069834: "	"unprognostic (2.60e-2)"	"unprognostic (2.62e-1)"	"unprognostic (7.14e-2)"	"unprognostic (3.99e-2)"	"unprognostic (3.26e-2)"	"unprognostic (1.69e-1)"	"unprognostic (1.72e-2)"		"unprognostic (8.77e-2)"			"unprognostic (1.78e-1)"		"unprognostic (1.04e-1)"	"unprognostic (9.89e-2)"	"unprognostic (7.94e-2)"	"unprognostic (9.46e-2)"	"unprognostic (7.92e-2)"	"unprognostic (4.08e-2)"	"unprognostic (1.05e-1)"	"unprognostic (2.79e-3)"	"unprognostic (2.71e-1)"	"unprognostic (1.31e-2)"		"unprognostic (8.79e-2)"	"unprognostic (3.38e-2)"		"unprognostic (4.11e-2)"	"unprognostic (5.66e-2)"		"unprognostic (8.99e-2)"
TRPC3		ENSG00000138741	"Transient receptor potential cation channel subfamily C member 3"	Q13507	4	121874481-121952060	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel"	"Disease variant, Neurodegeneration, Spinocerebellar ataxia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 5.1;pituitary gland: 7.2;retina: 3.7"	"Cell type enhanced"	"Detected in some"		"Cone photoreceptor cells: 30.6;Excitatory neurons: 17.5;Inhibitory neurons: 78.4;Oligodendrocyte precursor cells: 31.6;Rod photoreceptor cells: 52.3"	"Cell type enriched"	"Detected in many"	6	"pericyte: 950.2"	"Cancer enhanced"	"Detected in single"		"Kidney Chromophobe (TCGA): 2.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in single"			"Breast - Endothelial cells, Testis - Spermatogonia"	"Region enhanced"	"Detected in all"		"cerebellum: 57.8"	"Low region specificity"	"Detected in all"										NA	NA				"Cluster 28: Neuronal - Transcription"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 65: Neurons - Synaptic function"	6						"unprognostic (8.04e-2)"							"unprognostic (1.56e-2)"																					
VMO1		ENSG00000182853	"Vitelline membrane outer layer 1 homolog"	Q7Z5L0	17	4785285-4786433	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 21.3;pituitary gland: 26.9"	"Cell type enhanced"	"Detected in many"		"Basal respiratory cells: 292.7;Club cells: 656.5;Ionocytes: 1133.2;Langerhans cells: 217.9;monocytes: 384.4"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 6.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	9	"non-classical monocyte: 112.2"	"Lineage enriched"	"Detected in many"	9	"monocytes: 112.2"	"Cancer enhanced"	"Detected in many"		"Bone cancer: 4.9"	"Spleen - Macrophages, Stomach - Fibroblasts"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA023038	Uncertain				"Secreted to blood"	"No annotated function"	NA	NA		14000000	"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 47: Spleen - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 35: Respiratory epithelial cells - Unknown function"				"HPA023038: AB_10964632"	"unprognostic (3.08e-2)"	"unprognostic (1.42e-1)"	"unprognostic (3.87e-2)"	"unprognostic (1.55e-2)"	"unprognostic (1.93e-2)"	"unprognostic (2.64e-2)"	"unprognostic (3.53e-2)"		"unprognostic (1.46e-1)"	"unprognostic (9.29e-2)"	"unprognostic (6.11e-8)"	"unprognostic (1.08e-1)"	"unprognostic (3.49e-2)"	"unprognostic (5.48e-2)"	"unprognostic (2.82e-2)"	"unprognostic (3.85e-2)"	"unprognostic (7.83e-2)"	"unprognostic (1.10e-2)"	"unprognostic (1.10e-1)"	"unprognostic (1.05e-1)"	"unprognostic (1.55e-1)"	"unprognostic (5.92e-2)"	"unprognostic (5.51e-2)"	"unprognostic (2.12e-1)"	"unprognostic (9.25e-2)"	"unprognostic (2.55e-2)"	"unprognostic (1.78e-1)"	"unprognostic (4.80e-3)"	"unprognostic (5.93e-2)"	"unprognostic (3.60e-1)"	"unprognostic (1.72e-1)"
VWA7	"C6orf27, G7c, NG37"	ENSG00000204396	"Von Willebrand factor A domain containing 7"	Q9Y334	6	31765590-31777328	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"pituitary gland: 20.7"	"Cell type enhanced"	"Detected in some"		"Ciliated cells: 3.9;Distal enterocytes: 2.2;Gastric mucus-secreting cells: 7.7;Proximal enterocytes: 4.8;Proximal tubular cells: 2.5"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Heart muscle - Cardiomyocytes, Lung - Respiratory ciliated cells, Pituitary gland - Lactotropes, Stomach - Gastric mucous cells"	"Group enriched"	"Detected in some"	5	"cerebellum: 7.0;pons and medulla: 3.9"	"Low region specificity"	"Detected in many"			"HPA046954, HPA054262"	Approved		Approved	"Plasma membrane,Cytosol"	"Secreted - unknown location"	"No annotated function"	NA	NA		4200		"Cluster 66: Non-specific - Transcription"	"Cluster 24: Neurons - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 22: Proximal enterocytes - Digestion"		"Plasma membrane, Cytosol"		"HPA046954: AB_2679875, HPA054262: AB_2682430"						"unprognostic (6.28e-2)"				"unprognostic (1.15e-2)"		"unprognostic (1.07e-1)"				"unprognostic (4.06e-2)"					"unprognostic (2.37e-2)"	"unprognostic (3.73e-3)"	"unprognostic (3.24e-3)"			"unprognostic (1.89e-1)"		"unprognostic (2.36e-1)"			
WDR17		ENSG00000150627	"WD repeat domain 17"	Q8IZU2	4	176065841-176182818	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 11.2;pituitary gland: 11.1;retina: 27.7"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 173.7;Cone photoreceptor cells: 45.9;Excitatory neurons: 215.2;Inhibitory neurons: 122.2;Oligodendrocyte precursor cells: 117.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Heart muscle - Smooth muscle cells, Liver - Hepatic stellate cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA042766, HPA054501"	Approved		Approved	"Nuclear speckles"			NA	NA				"Cluster 17: Neuronal - Synaptic function"	"Cluster 51: Neurons - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"		"Nuclear speckles"		"HPA042766: AB_10806372, HPA054501: AB_2732586"			"unprognostic (3.93e-1)"				"unprognostic (4.09e-1)"	"unprognostic (4.57e-2)"		"unprognostic (1.83e-3)"	"unprognostic (4.69e-5)"	"unprognostic (1.52e-2)"	"unprognostic (5.56e-2)"				"unprognostic (4.38e-2)"														
