Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
RAB29	"RAB7L, RAB7L1"	ENSG00000117280	"RAB29, member RAS oncogene family"	O14966	1	205767986-205775482	"Predicted intracellular proteins"	"Differentiation, Protein transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 70.5"	"Cell type enhanced"	"Detected in many"		"NK-cells: 128.4;Proximal tubular cells: 183.5"	"Cell type enhanced"	"Detected in all"		"central nervous system macrophage: 54.4;leukocyte: 52.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Skin - Endothelial cells, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB020822, HPA026303"	Approved		Approved	"Nucleoplasm,Nuclear membrane,Vesicles,Cytosol"			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 55: Lymphoma - Immune response"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	47	"Nuclear membrane, Vesicles"	"Nucleoplasm, Cytosol"	"CAB020822: , HPA026303: AB_1856016"	"unprognostic (2.85e-2)"	"unprognostic (1.37e-1)"		"unprognostic (9.50e-3)"	"unprognostic (1.03e-1)"	"unprognostic (3.93e-2)"	"unprognostic (1.36e-1)"	"unprognostic (1.24e-1)"	"unprognostic (1.82e-1)"	"unprognostic (1.22e-1)"	"unprognostic (3.80e-6)"	"unprognostic (1.26e-1)"	"unprognostic (1.50e-1)"	"unprognostic (9.55e-4)"		"unprognostic (4.82e-2)"	"unprognostic (1.02e-1)"	"unprognostic (1.02e-1)"	"unprognostic (2.17e-1)"	"unprognostic (8.22e-2)"	"unprognostic (2.00e-3)"	"unprognostic (3.16e-1)"	"unprognostic (3.15e-3)"	"unprognostic (5.67e-2)"	"unprognostic (1.90e-1)"	"unprognostic (1.20e-2)"	"unprognostic (2.18e-1)"	"unprognostic (1.28e-1)"	"unprognostic (1.49e-1)"	"unprognostic (4.35e-4)"	"unprognostic (2.53e-2)"
RALYL	HNRPCL3	ENSG00000184672	"RALY RNA binding protein like"	Q86SE5	8	84182787-84921844	"Predicted intracellular proteins"		RNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adrenal gland: 19.2;brain: 54.4;kidney: 18.5"	"Cell type enriched"	"Detected in some"	5	"Excitatory neurons: 2733.4"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in some"		"Glioblastoma Multiforme (TCGA): 3.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"prostate cancer: 4.1"	"Colon - Colon enteroendocrine cells, Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Minor Salivary Gland - Minor salivary glandular cells, Thyroid gland - Parafollicular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA055868, HPA059112"	Enhanced		Enhanced	Nucleoplasm			NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 2: Neurons - Nucleosome"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 34: Neurons - Neuronal signaling"	15	Nucleoplasm		"HPA055868: AB_2682950, HPA059112: AB_2683908"			"unprognostic (1.04e-1)"				"unprognostic (3.10e-1)"	"unprognostic (2.90e-2)"														"unprognostic (1.03e-2)"									
RANBP3L	FLJ25422	ENSG00000164188	"RAN binding protein 3 like"	Q86VV4	5	36246913-36302114	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 23.0;kidney: 23.7"	"Cell type enriched"	"Detected in some"	7	"Astrocytes: 337.5"	"Cell type enhanced"	"Detected in all"		"astrocyte: 466.6;fibroblast: 355.3"	"Group enriched"	"Detected in some"	8	"Breast Invasive Carcinoma (TCGA): 2.4;Glioblastoma Multiforme (TCGA): 5.9;Kidney Chromophobe (TCGA): 7.5;Prostate Adenocarcinoma (TCGA): 7.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"prostate cancer: 1.6;Rhabdoid: 1.6"	"Kidney - Ascending Loop of Henle cells, Liver - Hepatocytes, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA037471, HPA037472, HPA061526"	Approved		Uncertain	Nucleoplasm,Cytosol			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 44: Connective tissue cells - ECM organization"	"Cluster 47: Astrocytes - Unknown function"	3	Nucleoplasm	Cytosol	"HPA037471: AB_10671756, HPA037472: AB_2675489, HPA061526: AB_2684552"		"unprognostic (8.11e-2)"	"unprognostic (2.79e-1)"				"unprognostic (1.33e-1)"	"unprognostic (2.63e-2)"		"unprognostic (1.14e-2)"							"unprognostic (2.22e-1)"		"unprognostic (2.81e-1)"					"unprognostic (1.22e-1)"							
RAP1GAP	"KIAA0474, RAP1GA1, RAP1GAP1, RAP1GAPII"	ENSG00000076864	"RAP1 GTPase activating protein"	P47736	1	21596221-21669357	"Predicted intracellular proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 227.2;kidney: 146.7;thyroid gland: 153.8"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 52.4;Excitatory neurons: 79.1;Horizontal cells: 94.4;Intestinal goblet cells: 134.4;Oligodendrocyte precursor cells: 48.6"	"Cell type enhanced"	"Detected in all"		"medium spiny neuron: 436.8"	"Cancer enhanced"	"Detected in all"		"Kidney Chromophobe (TCGA): 214.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Prostate glandular cells, Skin - Eccrine sweat gland cells, Stomach - Parietal cells"	"Low region specificity"	"Detected in all"			"Region enriched"	"Detected in all"	4	"basal ganglia: 304.0"	"HPA001922, CAB003851"	Enhanced	Supported	Approved	Cytosol			NA	NA				"Cluster 61: Brain - Neuronal signaling"	"Cluster 33: Neurons - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 16: Intestinal goblet cells - Mucin production"	7	Cytosol		"CAB003851: AB_562338, HPA001922: AB_1079743"	"unprognostic (3.48e-2)"	"unprognostic (4.70e-2)"	"unprognostic (1.58e-1)"	"unprognostic (2.61e-1)"	"unprognostic (2.29e-2)"	"unprognostic (1.30e-1)"	"unprognostic (3.26e-2)"	"unprognostic (2.13e-1)"	"unprognostic (5.19e-2)"	"unprognostic (2.16e-1)"	"unprognostic (2.25e-6)"	"unprognostic (6.83e-3)"	"unprognostic (3.05e-1)"	"unprognostic (1.91e-5)"	"unprognostic (4.07e-2)"	"unprognostic (1.74e-2)"	"unprognostic (4.75e-2)"	"unprognostic (4.29e-3)"	"unprognostic (1.48e-1)"	"unprognostic (1.84e-1)"	"unprognostic (7.71e-2)"	"unprognostic (4.43e-2)"	"unprognostic (4.96e-3)"	"unprognostic (5.86e-2)"	"unprognostic (3.41e-1)"	"unprognostic (4.77e-3)"	"unprognostic (4.87e-3)"	"unprognostic (1.18e-1)"	"unprognostic (3.21e-3)"	"unprognostic (7.91e-4)"	"unprognostic (1.59e-1)"
RASSF4	"AD037, MGC44914"	ENSG00000107551	"Ras association domain family member 4"	Q9H2L5	10	44959407-44995891	"Predicted intracellular proteins"	"Cell cycle"		"Tumor suppressor"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 75.2"	"Cell type enhanced"	"Detected in many"		"Hofbauer cells: 153.5;Langerhans cells: 116.0;Muller glia cells: 233.9;Proximal tubular cells: 125.8;Schwann cells: 189.9"	"Cell type enhanced"	"Detected in all"		"astrocyte: 223.0;bergmann glia: 323.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	8	"classical monocyte: 85.0;intermediate monocyte: 64.0;myeloid DC: 84.3;non-classical monocyte: 38.2"	"Group enriched"	"Detected in many"	10	"dendritic cells: 84.3;monocytes: 85.0"	"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Macrophages, Breast - Adipocytes (Breast), Kidney - Proximal tubular cells, Spleen - Macrophages, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA038834, HPA077069"	Approved		Approved	"Nucleoplasm,Nucleoli,Cell Junctions,Cytokinetic bridge,Mitotic spindle,Cytosol"			Yes	NA			"Cluster 26: Monocytes - Plasma membrane proteins"	"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 14: Langerhans cells - Innate immune response"	10	"Nucleoplasm, Nucleoli"	"Cell Junctions, Cytokinetic bridge, Mitotic spindle, Cytosol"	"HPA038834: AB_10795576, HPA077069: "	"unprognostic (2.61e-1)"	"unprognostic (7.13e-3)"	"unprognostic (4.60e-2)"	"unprognostic (1.36e-3)"	"unprognostic (8.80e-2)"	"unprognostic (7.92e-3)"	"unprognostic (1.54e-1)"	"unprognostic (1.05e-4)"	"unprognostic (9.27e-2)"	"unprognostic (7.88e-2)"	"unprognostic (1.51e-3)"	"unprognostic (4.07e-1)"	"unprognostic (1.39e-2)"	"unprognostic (1.87e-2)"	"unprognostic (4.00e-3)"	"unprognostic (2.24e-1)"	"unprognostic (3.37e-3)"	"unprognostic (9.94e-2)"	"unprognostic (3.12e-2)"	"unprognostic (1.84e-1)"	"unprognostic (3.97e-1)"	"unprognostic (1.72e-2)"	"unprognostic (1.63e-1)"	"unprognostic (3.65e-1)"	"unprognostic (8.88e-2)"	"unprognostic (1.68e-2)"	"unprognostic (1.11e-2)"	"unprognostic (9.00e-2)"	"unprognostic (1.54e-1)"	"unprognostic (4.06e-2)"	"unprognostic (2.58e-1)"
RASSF7	"C11orf13, CFAP88, FAP88, HRAS1, HRC1"	ENSG00000099849	"Ras association domain family member 7"	Q02833	11	560404-564025	"Plasma proteins, Predicted intracellular proteins"	Apoptosis			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 123.9"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 199.0;Intestinal goblet cells: 165.5;Paneth cells: 160.3"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Mesothelial cells, Breast - Breast glandular cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA078015			Supported	"Centriolar satellite"			NA	NA			"Cluster 3: Non-specific - Nuclear processes"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 37: Neurons - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 5: Enterocytes - Absorption"	16	"Centriolar satellite"		"HPA078015: AB_2686875"	"unprognostic (2.40e-1)"	"unprognostic (1.45e-2)"	"unprognostic (3.73e-1)"	"unprognostic (8.57e-3)"	"unprognostic (1.99e-1)"	"unprognostic (4.95e-2)"	"unprognostic (1.02e-3)"		"unprognostic (6.90e-2)"	"unprognostic (6.42e-2)"	"unprognostic (3.44e-4)"	"unprognostic (8.01e-2)"	"unprognostic (8.14e-2)"	"unprognostic (6.41e-4)"	"unprognostic (1.65e-1)"	"unprognostic (1.02e-1)"	"unprognostic (1.03e-1)"	"unprognostic (1.14e-1)"	"unprognostic (7.11e-2)"	"unprognostic (4.39e-2)"	"unprognostic (4.03e-2)"	"unprognostic (2.74e-1)"	"unprognostic (1.36e-1)"	"unprognostic (6.37e-2)"	"unprognostic (9.08e-2)"	"unprognostic (3.79e-2)"	"unprognostic (9.57e-2)"	"unprognostic (1.83e-2)"	"unprognostic (2.89e-1)"	"unprognostic (8.40e-2)"	"unprognostic (9.32e-2)"
RBP5	CRBPIII	ENSG00000139194	"Retinol binding protein 5"	P82980	12	7115736-7128889	"Plasma proteins, Predicted intracellular proteins"	Transport			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 431.4;liver: 316.3"	"Cell type enriched"	"Detected in many"	6	"Proximal tubular cells: 2947.6"	"Low cell type specificity"	"Detected in many"			"Group enriched"	"Detected in many"	10	"Kidney Renal Clear Cell Carcinoma (TCGA): 157.8;Kidney Renal Papillary Cell Carcinoma (TCGA): 91.7;Liver Hepatocellular Carcinoma (TCGA): 67.8"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Colon - Endothelial cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Fibroblast_1, Spleen - Fibroblast_1, Thyroid gland - T-cells"					"Low region specificity"	"Detected in all"			HPA038723	Enhanced		Approved	"Golgi apparatus,Vesicles"			NA	NA				"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	2	"Golgi apparatus"	Vesicles	"HPA038723: AB_2676175"	"unprognostic (1.43e-1)"	"unprognostic (1.09e-2)"	"unprognostic (2.15e-1)"	"unprognostic (4.27e-3)"	"unprognostic (7.57e-2)"	"unprognostic (2.98e-1)"				"unprognostic (8.56e-2)"	"unprognostic (5.49e-4)"	"unprognostic (1.14e-3)"	"unprognostic (9.66e-3)"	"unprognostic (3.63e-3)"	"unprognostic (1.18e-3)"	"unprognostic (4.91e-4)"	"unprognostic (2.59e-1)"	"unprognostic (3.42e-1)"	"unprognostic (2.24e-1)"	"unprognostic (6.67e-2)"	"unprognostic (1.09e-1)"	"unprognostic (7.86e-3)"	"unprognostic (6.16e-2)"	"unprognostic (2.03e-1)"	"unprognostic (3.04e-1)"	"unprognostic (6.13e-2)"		"unprognostic (1.63e-2)"	"unprognostic (5.60e-3)"	"unprognostic (2.97e-1)"	"unprognostic (2.63e-2)"
RENBP	"RBP, RNBP"	ENSG00000102032	"Renin binding protein"	P51606	X	153935269-153944687	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		Isomerase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 41.5;lymphoid tissue: 65.4"	"Cell type enhanced"	"Detected in many"		"granulocytes: 87.1;Hofbauer cells: 171.9;Kupffer cells: 44.1;Macrophages: 42.1;Melanocytes: 49.8;Proximal tubular cells: 166.3"	"Cell type enhanced"	"Detected in many"		"astrocyte: 19.5;central nervous system macrophage: 22.2"	"Cancer enhanced"	"Detected in all"		"Skin Cuteneous Melanoma (TCGA): 101.1"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"eosinophil: 2.7"	"Group enriched"	"Detected in many"	4	"granulocytes: 2.7;monocytes: 1.6"	"Group enriched"	"Detected in many"	7	"Leukemia: 20.6;Myeloma: 18.2;skin cancer: 59.5"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Macrophages, Minor Salivary Gland - Macrophages, Skeletal muscle - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA000428, HPA000522"	Enhanced						NA	NA			"Cluster 19: Eosinophils - Unknown function"	"Cluster 47: Spleen - Immune response"	"Cluster 27: Non-specific - Mixed function"	"Cluster 9: Skin cancer - Melanin biosynthesis"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"				"HPA000428: AB_1079799, HPA000522: AB_1079798"	"unprognostic (1.81e-1)"	"unprognostic (2.89e-1)"	"unprognostic (2.16e-1)"	"unprognostic (1.84e-5)"	"unprognostic (1.11e-1)"	"unprognostic (8.39e-3)"	"unprognostic (1.70e-3)"	"unprognostic (1.21e-2)"	"unprognostic (1.35e-1)"	"unprognostic (1.39e-2)"	"unprognostic (2.59e-4)"	"unprognostic (2.69e-2)"	"unprognostic (6.31e-2)"	"unprognostic (2.06e-2)"	"unprognostic (2.38e-1)"	"unprognostic (1.30e-4)"	"unprognostic (3.60e-2)"	"unprognostic (1.37e-1)"	"unprognostic (2.57e-1)"	"unprognostic (2.07e-1)"	"unprognostic (1.24e-2)"	"unprognostic (1.11e-2)"	"unprognostic (1.62e-1)"	"unprognostic (1.51e-1)"	"unprognostic (3.59e-2)"	"unprognostic (1.17e-2)"	"unprognostic (2.74e-2)"	"unprognostic (1.19e-2)"	"unprognostic (2.71e-2)"	"unprognostic (6.88e-2)"	"unprognostic (3.00e-2)"
RGL3	FLJ32585	ENSG00000205517	"Ral guanine nucleotide dissociation stimulator like 3"	Q3MIN7	19	11384341-11419328	"Predicted intracellular proteins"		"Guanine-nucleotide releasing factor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 39.9;parathyroid gland: 44.3;thyroid gland: 62.9"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 30.7;Collecting duct cells: 44.7;Gastric mucus-secreting cells: 40.1"	"Cell type enhanced"	"Detected in many"		"astrocyte: 35.9;central nervous system macrophage: 46.1;choroid plexus epithelial cell: 52.0;pericyte: 42.1;vascular associated smooth muscle cell: 43.5"	"Cancer enhanced"	"Detected in many"		"Kidney Chromophobe (TCGA): 27.4;Thyroid Carcinoma (TCGA): 31.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Skin - Endothelial cells"	"Region enriched"	"Detected in many"	6	"cerebellum: 9.0"	"Low region specificity"	"Detected in many"			"HPA042763, HPA043615, HPA064578"	Uncertain		Approved	Nucleoplasm			NA	NA				"Cluster 51: Thyroid gland - Unknown function"	"Cluster 8: Immune cells - Immune response"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 48: Smooth muscle cells - Signal transduction"	30	Nucleoplasm		"HPA042763: AB_10968569, HPA043615: AB_10959470, HPA064578: "	"unprognostic (1.27e-1)"	"unprognostic (6.26e-3)"	"unprognostic (3.82e-1)"	"unprognostic (1.17e-1)"	"unprognostic (1.75e-1)"	"unprognostic (7.78e-3)"	"unprognostic (1.12e-1)"			"unprognostic (4.94e-3)"	"unprognostic (1.39e-5)"	"unprognostic (6.94e-4)"	"unprognostic (1.23e-1)"	"unprognostic (2.67e-2)"	"unprognostic (1.59e-1)"	"unprognostic (1.56e-1)"	"unprognostic (2.19e-1)"	"unprognostic (3.81e-3)"		"unprognostic (8.85e-2)"	"unprognostic (2.95e-1)"	"unprognostic (1.35e-2)"	"unprognostic (6.22e-4)"	"unprognostic (2.61e-1)"	"unprognostic (1.12e-1)"	"unprognostic (3.30e-1)"	"unprognostic (1.10e-1)"	"unprognostic (3.56e-2)"	"unprognostic (4.43e-1)"	"unprognostic (2.78e-1)"	"unprognostic (1.01e-1)"
RHBG	SLC42A2	ENSG00000132677	"Rh family B glycoprotein"	Q9H310	1	156369211-156385219	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ammonia transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 2.6;kidney: 9.6"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 17.5;Distal tubular cells: 24.6;Granulosa cells: 27.5;Hepatocytes: 10.8;Late spermatids: 15.3;Ovarian stromal cells: 13.8"	"Cell type enriched"	"Detected in some"	30	"upper rhombic lip: 32.1"	"Cancer enriched"	"Detected in some"	5	"Kidney Chromophobe (TCGA): 28.3"	"Region enriched"	"Detected in single"	15	"cerebellum: 4.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Intercalated cells, Liver - Hepatocytes, Pancreas - Exocrine glandular cells, Skin - Keratinocyte (granular), Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA042726, HPA048489"	Enhanced		Approved	Nucleoplasm			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 35: Non-specific - DNA binding"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 6: Ovarian stromal cells - Transcription"		Nucleoplasm		"HPA042726: AB_2678131, HPA048489: AB_2680417"	"unprognostic (1.61e-1)"		"unprognostic (9.28e-2)"							"unprognostic (1.44e-1)"				"unprognostic (4.13e-1)"	"unprognostic (2.09e-1)"																
RIPPLY1		ENSG00000147223	"Ripply transcriptional repressor 1"	Q0D2K3	X	106900063-106903341	"Predicted intracellular proteins"	"Transcription, Transcription regulation"	"Developmental protein, Repressor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"kidney: 3.3;liver: 5.6"	"Cell type enriched"	"Detected in some"	4	"Hepatocytes: 5.1"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	7	"Kidney Renal Papillary Cell Carcinoma (TCGA): 21.9"	"Region enhanced"	"Detected in single"		"choroid plexus: 1.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Minor Salivary Gland - Minor salivary glandular cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA052284	Uncertain						NA	NA				"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 43: Hepatocytes - Metabolism"	36			"HPA052284: AB_2681785"			"unprognostic (3.34e-1)"										"unprognostic (5.45e-3)"	"unprognostic (9.21e-4)"	"unprognostic (5.62e-3)"														"unprognostic (2.54e-1)"		
