Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
SLC25A29	"C14orf69, FLJ38975"	ENSG00000197119	"Solute carrier family 25 member 29"	Q8N8R3	14	100291116-100306547	"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Amino-acid transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"thyroid gland: 407.0"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 103.1;Collecting duct cells: 105.0;Glandular and luminal cells: 114.8"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Thyroid Carcinoma (TCGA): 146.7"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"							HPA030781	Uncertain						NA	NA			"Cluster 7: Non-specific - Innate immune response"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 30: White matter - Myelination"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 37: Glandular & Luminal cells - Unknown function"	14			"HPA030781: AB_10603029"	"unprognostic (1.73e-2)"	"unprognostic (1.90e-2)"	"unprognostic (4.26e-2)"	"unprognostic (2.76e-3)"	"unprognostic (3.16e-1)"	"unprognostic (1.46e-1)"	"unprognostic (2.34e-1)"	"unprognostic (3.35e-2)"	"unprognostic (3.83e-2)"	"unprognostic (2.95e-3)"	"unprognostic (3.80e-3)"	"unprognostic (7.98e-2)"	"unprognostic (5.12e-2)"	"unprognostic (2.56e-3)"	"unprognostic (1.72e-2)"	"unprognostic (5.96e-3)"	"unprognostic (2.65e-1)"	"unprognostic (3.77e-2)"	"unprognostic (1.28e-1)"	"unprognostic (3.99e-1)"	"unprognostic (5.84e-2)"	"unprognostic (8.28e-4)"	"unprognostic (1.73e-1)"	"unprognostic (2.50e-2)"	"unprognostic (7.64e-2)"	"unprognostic (2.35e-1)"	"unprognostic (3.22e-1)"	"unprognostic (4.60e-2)"	"unprognostic (4.53e-2)"	"unprognostic (7.68e-2)"	"unprognostic (7.67e-2)"
SLC39A10	"DKFZp564L2123, FLJ90515, KIAA1265"	ENSG00000196950	"Solute carrier family 39 member 10"	Q9ULF5	2	195575977-195737702	"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport, Zinc transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 45.6;thyroid gland: 47.0"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 165.1;Microglial cells: 346.2"	"Cell type enriched"	"Detected in all"	10	"endothelial cell: 2874.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036512, HPA036513, HPA066087"	Approved		Approved	"Nucleoplasm,Plasma membrane,Cytosol"			NA	NA		140000	"Cluster 5: Non-specific - Cell proliferation"	"Cluster 61: Brain - Neuronal signaling"	"Cluster 51: Neurons - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 34: Neurons - Neuronal signaling"	32	"Nucleoplasm, Cytosol"	"Plasma membrane"	"HPA036512: AB_2675165, HPA036513: AB_10670801, HPA066087: AB_2685613"	"unprognostic (5.77e-2)"	"unprognostic (2.58e-1)"	"unprognostic (7.82e-2)"	"unprognostic (1.27e-2)"	"unprognostic (2.59e-1)"	"unprognostic (4.55e-3)"	"unprognostic (2.94e-2)"	"unprognostic (7.42e-2)"	"unprognostic (1.60e-1)"	"unprognostic (2.22e-1)"	"unprognostic (3.86e-5)"	"unprognostic (6.53e-2)"	"unprognostic (1.43e-1)"	"unprognostic (4.16e-4)"	"unprognostic (1.08e-2)"	"unprognostic (3.48e-3)"	"unprognostic (2.05e-4)"	"unprognostic (8.30e-2)"	"unprognostic (8.33e-2)"	"unprognostic (5.01e-2)"	"unprognostic (1.84e-2)"	"unprognostic (1.08e-5)"	"unprognostic (3.03e-2)"	"unprognostic (1.08e-1)"	"unprognostic (1.24e-1)"	"unprognostic (1.69e-1)"	"unprognostic (1.07e-2)"	"unprognostic (1.49e-1)"	"unprognostic (1.89e-1)"	"unprognostic (6.49e-2)"	"unprognostic (1.62e-1)"
SLC4A11	"BTR1, CDPD1, CHED2, dJ794I6.2, FECD4, NaBC1"	ENSG00000088836	"Solute carrier family 4 member 11"	Q8NBS3	20	3227417-3239559	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Anion exchange, Ion transport, Symport, Transport"		"Corneal dystrophy, Deafness, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 49.8;salivary gland: 52.4;thyroid gland: 59.1"	"Cell type enhanced"	"Detected in many"		"Ciliated cells: 28.7;Club cells: 28.2;Collecting duct cells: 101.1;Ionocytes: 67.0;Salivary duct cells: 39.2"	"Cell type enhanced"	"Detected in some"		"cerebellar inhibitory: 19.4;pericyte: 24.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Liver - Vascular Endothelial cells, Lung - Respiratory ciliated cells, Minor Salivary Gland - Minor salivary gland ductal cells, Skin - Eccrine sweat gland cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			"HPA018120, HPA058377"	Uncertain		Uncertain	Nucleoplasm,Vesicles			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 35: Respiratory epithelial cells - Unknown function"		Nucleoplasm	Vesicles	"HPA018120: AB_1857186, HPA058377: "	"unprognostic (7.64e-2)"	"unprognostic (1.79e-1)"	"unprognostic (1.56e-2)"	"unprognostic (3.61e-2)"	"unprognostic (7.62e-2)"	"unprognostic (1.09e-1)"	"unprognostic (4.97e-2)"		"unprognostic (3.28e-2)"	"unprognostic (1.53e-1)"	"unprognostic (2.50e-1)"	"unprognostic (1.77e-1)"	"unprognostic (2.01e-2)"		"unprognostic (1.17e-1)"	"unprognostic (1.54e-2)"	"unprognostic (6.70e-2)"	"unprognostic (4.63e-2)"	"unprognostic (3.89e-2)"	"unprognostic (2.13e-2)"	"unprognostic (1.94e-1)"	"unprognostic (2.02e-1)"	"unprognostic (6.48e-2)"	"unprognostic (1.31e-1)"	"unprognostic (8.14e-2)"	"unprognostic (1.93e-1)"	"unprognostic (4.43e-3)"	"unprognostic (8.26e-3)"	"unprognostic (5.14e-1)"	"unprognostic (2.56e-1)"	"unprognostic (5.24e-2)"
SLC5A3	"SMIT, SMIT1"	ENSG00000198743	"Solute carrier family 5 member 3"	P53794	21	34073578-34106260	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 28.0;thyroid gland: 24.5"	"Cell type enhanced"	"Detected in many"		"Collecting duct cells: 124.5"	"Cell type enhanced"	"Detected in many"		"choroid plexus epithelial cell: 8.0;endothelial cell: 8.8"	"Cancer enhanced"	"Detected in all"		"Thyroid Carcinoma (TCGA): 26.5"	"Region enriched"	"Detected in all"	4	"choroid plexus: 208.2"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA029791			Supported	"Plasma membrane"			NA	NA			"Cluster 30: Non-specific - DNA binding"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 80: Non-specific - Transcription"	12	"Plasma membrane"		"HPA029791: AB_10601892"	"unprognostic (1.31e-1)"	"unprognostic (6.75e-2)"	"unprognostic (2.00e-2)"	"unprognostic (3.28e-2)"	"unprognostic (4.41e-1)"	"unprognostic (6.49e-2)"	"unprognostic (2.49e-1)"		"unprognostic (3.12e-1)"	"unprognostic (3.64e-1)"	"unprognostic (6.26e-2)"	"unprognostic (1.55e-1)"	"unprognostic (6.35e-2)"	"unprognostic (7.59e-3)"	"unprognostic (3.77e-3)"	"unprognostic (2.46e-1)"	"unprognostic (2.62e-4)"	"unprognostic (2.25e-1)"	"unprognostic (2.30e-2)"	"unprognostic (1.79e-1)"	"unprognostic (3.41e-1)"	"unprognostic (6.44e-5)"	"unprognostic (4.83e-2)"	"unprognostic (1.44e-1)"	"unprognostic (2.49e-3)"	"unprognostic (2.29e-1)"	"unprognostic (4.05e-2)"	"unprognostic (1.09e-1)"	"unprognostic (2.39e-1)"	"unprognostic (1.79e-1)"	"unprognostic (2.56e-1)"
SMAD9	"MADH6, MADH9, SMAD8, SMAD8/9"	ENSG00000120693	"SMAD family member 9"	O15198	13	36844831-36920765	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"thyroid gland: 37.6"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 45.5;Glandular and luminal cells: 71.1;Lymphatic endothelial cells: 48.3"	"Group enriched"	"Detected in all"	4	"astrocyte: 86.3;bergmann glia: 246.9;endothelial cell: 250.9;hippocampal dentate gyrus: 82.5;midbrain-derived inhibitory: 190.7"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 41.1"	"Minor Salivary Gland - Minor salivary glandular cells, Skin - Endothelial cells"					"Low region specificity"	"Detected in all"			"CAB009119, HPA031162"	Approved		Enhanced	Nucleoplasm,Cytosol			NA	NA				"Cluster 51: Thyroid gland - Unknown function"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 37: Glandular & Luminal cells - Unknown function"	15	Nucleoplasm	Cytosol	"CAB009119: AB_2286517, HPA031162: AB_2673767"	"unprognostic (2.19e-2)"	"unprognostic (1.62e-1)"	"unprognostic (3.83e-1)"	"unprognostic (4.27e-3)"	"unprognostic (1.36e-2)"	"unprognostic (1.53e-1)"	"unprognostic (1.22e-2)"	"unprognostic (4.45e-4)"			"unprognostic (9.19e-4)"	"unprognostic (3.45e-2)"	"unprognostic (1.75e-2)"			"unprognostic (2.87e-4)"	"unprognostic (1.30e-2)"	"unprognostic (6.68e-2)"	"unprognostic (1.27e-1)"			"unprognostic (6.81e-3)"	"unprognostic (1.77e-4)"	"unprognostic (7.56e-2)"	"unprognostic (1.84e-1)"	"unprognostic (5.17e-2)"		"unprognostic (1.99e-2)"	"unprognostic (1.05e-1)"	"unprognostic (6.01e-5)"	"unprognostic (6.73e-2)"
SNX22	FLJ13952	ENSG00000157734	"Sorting nexin 22"	Q96L94	15	64151715-64157481	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 27.7;thyroid gland: 37.6"	"Group enriched"	"Detected in many"	4	"Alveolar cells type 1: 69.4;B-cells: 38.8;Erythroid cells: 91.1;Oligodendrocyte precursor cells: 89.6"	"Group enriched"	"Detected in many"	4	"committed oligodendrocyte precursor: 109.9;oligodendrocyte precursor cell: 175.2"	"Cancer enriched"	"Detected in many"	7	"Thyroid Carcinoma (TCGA): 64.3"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	5	"memory B-cell: 3.3;naive B-cell: 6.1"	"Lineage enriched"	"Detected in many"	6	"B-cells: 6.1"	"Cancer enhanced"	"Detected in some"		"lymphoma: 7.0"	"Pituitary gland - Corticotropes, Spleen - B-cells (Spleen), Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA038470			Approved	Nucleoplasm,Vesicles			NA	NA			"Cluster 18: Non-specific - Translation"	"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 43: Hindbrain - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 1: Erythroid cells - Oxygen transport"	2	Vesicles	Nucleoplasm	"HPA038470: AB_10673174"		"unprognostic (1.09e-4)"	"unprognostic (2.03e-1)"				"unprognostic (8.55e-2)"	"unprognostic (9.42e-3)"					"unprognostic (2.78e-1)"	"unprognostic (5.61e-2)"	"unprognostic (4.32e-3)"	"unprognostic (9.74e-5)"							"unprognostic (2.62e-1)"	"unprognostic (7.31e-2)"			"unprognostic (4.35e-2)"			"unprognostic (3.35e-3)"	
SORCS1		ENSG00000108018	"Sortilin related VPS10 domain containing receptor 1"	Q8WY21	10	106573663-107164706	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 10.0;thyroid gland: 10.5"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 505.5;Inhibitory neurons: 172.2;Oligodendrocyte precursor cells: 358.0;Schwann cells: 101.7"	"Cell type enhanced"	"Detected in all"		"eccentric medium spiny neuron: 1099.4;medium spiny neuron: 1006.7"	"Cancer enhanced"	"Detected in some"		"Skin Cuteneous Melanoma (TCGA): 6.5"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Neuroblastoma: 25.9;Sarcoma: 11.8;skin cancer: 10.6"	"Adipose subcutaneous - Smooth muscle cells, Colon - Enteric glia cells, Skeletal muscle - Fibroblasts, Spleen - B-cells (Spleen)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA011948	Approved		Approved	"Plasma membrane,Cytosol"			NA	NA				"Cluster 39: Retina & Testis - Cilium"	"Cluster 53: Neurons - Mixed function"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 34: Neurons - Neuronal signaling"	1	"Plasma membrane, Cytosol"		"HPA011948: AB_1857366"		"unprognostic (1.44e-2)"	"unprognostic (4.64e-1)"				"unprognostic (1.29e-1)"	"unprognostic (4.23e-2)"					"unprognostic (6.16e-2)"														"unprognostic (3.09e-2)"			"unprognostic (3.67e-1)"	
SPRING1	"C12orf49, FLJ21415, LUR1, POST1, SPRING"	ENSG00000111412	"SREBF pathway regulator in golgi 1"	Q9H741	12	116710171-116738070	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"thyroid gland: 36.3"	"Cell type enhanced"	"Detected in all"		"Alveolar cells type 1: 154.1"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Minor Salivary Gland - Minor salivary glandular cells, Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA026905	Uncertain						NA	NA		260000	"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 45: Non-specific - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 72: Alveolar cells - Lung function"	25			"HPA026905: AB_10603446"	"unprognostic (1.01e-1)"	"unprognostic (1.86e-3)"		"unprognostic (2.88e-2)"	"unprognostic (3.05e-2)"	"unprognostic (1.77e-1)"	"unprognostic (2.42e-2)"	"unprognostic (9.08e-2)"	"unprognostic (7.55e-2)"	"unprognostic (1.93e-4)"	"unprognostic (4.68e-7)"	"unprognostic (1.63e-3)"	"unprognostic (1.59e-3)"	"unprognostic (3.69e-5)"		"unprognostic (6.19e-2)"	"unprognostic (4.47e-1)"	"unprognostic (5.09e-3)"	"unprognostic (5.51e-2)"	"unprognostic (1.16e-2)"	"unprognostic (1.89e-2)"	"unprognostic (2.61e-1)"	"unprognostic (8.69e-3)"	"unprognostic (2.43e-1)"	"unprognostic (2.53e-2)"	"unprognostic (3.29e-3)"	"unprognostic (1.01e-1)"	"unprognostic (2.36e-1)"	"unprognostic (1.89e-1)"	"unprognostic (2.78e-1)"	"unprognostic (8.78e-2)"
ST6GAL2	"KIAA1877, SIAT2, St6GalII"	ENSG00000144057	"ST6 beta-galactoside alpha-2,6-sialyltransferase 2"	Q96JF0	2	106801600-106887108	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 12.9;thyroid gland: 28.2"	"Group enriched"	"Detected in many"	5	"Astrocytes: 55.7;Excitatory neurons: 75.9;Inhibitory neurons: 42.7;Oligodendrocyte precursor cells: 88.2"	"Low cell type specificity"	"Detected in all"			"Cancer enriched"	"Detected in many"	7	"Thyroid Carcinoma (TCGA): 25.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	5	"Neuroblastoma: 15.8"	"Adipose subcutaneous - Smooth muscle cells, Adrenal gland - Smooth muscle cells, Heart muscle - Smooth muscle cells, Liver - Hepatic stellate cells, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA014459	Uncertain		Approved	"Nucleoplasm,Nucleoli fibrillar center"			NA	NA		7100		"Cluster 61: Brain - Neuronal signaling"	"Cluster 53: Neurons - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 65: Neurons - Synaptic function"		"Nucleoli fibrillar center"	Nucleoplasm	"HPA014459: AB_1857528"	"unprognostic (9.74e-2)"	"unprognostic (2.97e-1)"	"unprognostic (2.55e-2)"	"unprognostic (1.88e-2)"	"unprognostic (4.14e-3)"	"unprognostic (3.54e-3)"	"unprognostic (1.04e-1)"	"unprognostic (2.48e-3)"				"unprognostic (4.44e-2)"	"unprognostic (8.52e-2)"					"unprognostic (1.19e-2)"	"unprognostic (8.71e-3)"	"unprognostic (3.04e-2)"	"unprognostic (6.85e-4)"	"unprognostic (1.32e-1)"	"unprognostic (4.80e-2)"		"unprognostic (2.38e-1)"	"unprognostic (1.39e-1)"			"unprognostic (3.71e-2)"	"unprognostic (1.82e-1)"	"unprognostic (1.48e-1)"
STXBP5L	"KIAA1006, LLGL4, tomosyn-2"	ENSG00000145087	"Syntaxin binding protein 5L"	Q9Y2K9	3	120908072-121424761	"Predicted intracellular proteins"	"Exocytosis, Protein transport, Transport"		"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 25.3;thyroid gland: 7.4"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 1493.0;Inhibitory neurons: 507.8;Oligodendrocyte precursor cells: 366.5"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in single"		"Kidney Chromophobe (TCGA): 2.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"prostate cancer: 6.8;Rhabdoid: 6.1"	"Adrenal gland - Adrenal cortex cells, Pancreas - Alpha cells, Pancreas - Beta cells, Pituitary gland - Lactotropes, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 37: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 34: Neurons - Neuronal signaling"	2						"unprognostic (8.28e-1)"					"unprognostic (6.01e-2)"		"unprognostic (5.03e-5)"									"unprognostic (4.05e-1)"												
SYT14	"FLJ34198, sytXIV"	ENSG00000143469	"Synaptotagmin 14"	Q8NB59	1	209900923-210171389	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"			"Disease variant, Neurodegeneration"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"retina: 3.8;testis: 3.2;thyroid gland: 6.0"	"Group enriched"	"Detected in some"	4	"Excitatory neurons: 201.6;Inhibitory neurons: 204.9;Oligodendrocyte precursor cells: 143.4;Oligodendrocytes: 183.9"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in single"		"Thyroid Carcinoma (TCGA): 1.0"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 5.6"	"Pancreas - Alpha cells, Pancreas - Beta cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA036963			Supported	Vesicles			NA	NA				"Cluster 39: Retina & Testis - Cilium"	"Cluster 2: Neurons - Nucleosome"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 69: Neurons - Neuronal signaling"		Vesicles		"HPA036963: AB_10670378"			"unprognostic (1.73e-1)"					"unprognostic (1.21e-1)"																						"unprognostic (1.74e-1)"	
TBL1Y	TBL1	ENSG00000092377	"Transducin beta like 1 Y-linked"	Q9BQ87	Y	6910686-7101970	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Transcription, Transcription regulation, Ubl conjugation pathway"	Activator	"Deafness, Disease variant, Non-syndromic deafness"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"prostate: 2.8;thyroid gland: 1.5"	"Cell type enhanced"	"Detected in some"		"Basal squamous epithelial cells: 4.2;Inhibitory neurons: 2.1;Prostatic glandular cells: 3.4;Squamous epithelial cells: 5.2"	"Cell type enhanced"	"Detected in many"		"ependymal cell: 46.7;medium spiny neuron: 51.0;pericyte: 88.2"	"Cancer enriched"	"Detected in single"	6	"Prostate Adenocarcinoma (TCGA): 3.2"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"lymphoma: 1.7;prostate cancer: 1.9"	"Prostate - Prostate glandular cells"									"HPA050857, HPA060073"	Uncertain		Supported	Nucleoplasm			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 33: Neurons - Mixed function"	"Cluster 61: BICR 18 - Protein kinases"	"Cluster 65: Neurons - Synaptic function"	11	Nucleoplasm		"HPA050857: , HPA060073: AB_2684196"																								"unprognostic (1.21e-1)"							
