Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
PCDH17	"PCDH68, PCH68"	ENSG00000118946	"Protocadherin 17"	O14917	13	57631744-57729311	"Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 15.2;lung: 13.6;lymphoid tissue: 24.4"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 73.1;Early spermatids: 81.7;Endothelial cells: 110.7;Excitatory neurons: 120.7;Granulosa cells: 80.3;Inhibitory neurons: 65.0;Oligodendrocyte precursor cells: 181.1;Oligodendrocytes: 94.1;Spermatocytes: 59.0"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 12.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bone cancer: 11.2;Neuroblastoma: 6.4"	"Adipose visceral - Endothelial cells, Breast - Endothelial cells, Kidney - Endothelial cells, Liver - Vascular Endothelial cells, Lung - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells, Skin - Endothelial cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA026817	Uncertain		Approved	"Vesicles,Plasma membrane,Cytosol"			NA	NA		880000		"Cluster 34: Non-specific - Mixed function"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	2	"Vesicles, Cytosol"	"Plasma membrane"	"HPA026817: AB_1855044"	"unprognostic (1.57e-2)"	"unprognostic (2.33e-2)"	"unprognostic (9.58e-2)"		"unprognostic (2.75e-1)"	"unprognostic (4.61e-2)"	"unprognostic (7.52e-2)"	"unprognostic (1.74e-2)"	"unprognostic (1.31e-2)"	"unprognostic (1.48e-1)"	"unprognostic (1.41e-7)"	"unprognostic (8.82e-4)"				"unprognostic (1.29e-1)"	"unprognostic (2.96e-2)"	"unprognostic (2.35e-2)"	"unprognostic (3.45e-1)"	"unprognostic (3.80e-1)"		"unprognostic (6.81e-2)"	"unprognostic (6.58e-2)"	"unprognostic (1.70e-1)"	"unprognostic (8.68e-3)"	"unprognostic (1.19e-1)"		"unprognostic (1.28e-2)"	"unprognostic (9.76e-2)"	"unprognostic (9.50e-2)"	"unprognostic (1.29e-1)"
PRRT1B	"DSPD2, IFITMD8"	ENSG00000283526	"Proline rich transmembrane protein 1B"	A0A1B0GWB2	9	131545523-131559815	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"fallopian tube: 7.2;lung: 5.2;pancreas: 4.6"	"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in single"		"committed oligodendrocyte precursor: 1.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"breast cancer: 3.8;liver cancer: 3.6;prostate cancer: 9.3"	"Liver - Hepatocytes, Lung - Alveolar cells type 1, Prostate - Prostate glandular cells, Stomach - Chief cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 48: Stomach - Proteolysis"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 40: Prostatic glandular cells - Transcription"						"unprognostic (1.93e-2)"				"unprognostic (2.14e-4)"								"unprognostic (2.17e-1)"		"unprognostic (3.43e-2)"	"unprognostic (1.81e-2)"					"unprognostic (2.29e-4)"		"unprognostic (4.13e-2)"		"unprognostic (7.15e-2)"		"unprognostic (1.77e-1)"	"unprognostic (7.73e-2)"		"unprognostic (2.59e-1)"
PRX	KIAA1620	ENSG00000105227	Periaxin	Q9BXM0	19	40393766-40414793	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"			"Charcot-Marie-Tooth disease, Dejerine-Sottas syndrome, Disease variant, Neurodegeneration, Neuropathy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 33.5"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 21.5;Breast myoepithelial cells: 34.7;Endothelial cells: 18.1;Schwann cells: 41.9;Skeletal myocytes: 36.1"	"Cell type enriched"	"Detected in some"	14	"endothelial cell: 53.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"				"Not detected"	"Not detected"			"Region enriched"	"Detected in all"	8	"spinal cord: 249.7"	HPA001868	Enhanced		Approved	"Golgi apparatus,Vesicles,Plasma membrane"			NA	NA				"Cluster 57: Lung - Lung function"	"Cluster 47: Endothelial cells - Vasculature"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	3	"Golgi apparatus, Vesicles, Plasma membrane"		"HPA001868: AB_2172440"	"unprognostic (9.74e-2)"	"unprognostic (1.19e-2)"	"unprognostic (1.79e-1)"	"unprognostic (9.08e-4)"			"unprognostic (2.73e-1)"		"unprognostic (1.46e-1)"	"unprognostic (2.16e-1)"	"unprognostic (1.66e-7)"	"unprognostic (8.65e-4)"	"unprognostic (5.20e-3)"	"unprognostic (2.78e-2)"		"unprognostic (1.34e-3)"	"unprognostic (5.69e-3)"	"unprognostic (2.15e-2)"	"unprognostic (2.54e-1)"	"unprognostic (1.72e-2)"	"unprognostic (1.40e-1)"	"unprognostic (6.33e-2)"		"unprognostic (4.70e-2)"			"unprognostic (1.52e-1)"	"unprognostic (9.62e-2)"	"unprognostic (2.26e-1)"	"unprognostic (1.11e-1)"	"unprognostic (1.92e-1)"
PTGIR	IP	ENSG00000160013	"Prostaglandin I2 receptor"	P43119	19	46620468-46625089	"FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 53.8"	"Cell type enriched"	"Detected in some"	6	"Langerhans cells: 239.5"	"Cell type enhanced"	"Detected in some"		"central nervous system macrophage: 5.1;leukocyte: 5.2;vascular associated smooth muscle cell: 7.2"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in single"			"Group enriched"	"Detected in many"	10	"classical monocyte: 28.3;intermediate monocyte: 65.3;myeloid DC: 20.9;non-classical monocyte: 38.9"	"Group enriched"	"Detected in many"	11	"dendritic cells: 20.9;monocytes: 65.3"	"Cancer enhanced"	"Detected in some"		"Leukemia: 6.4;Neuroblastoma: 7.7"	"Spleen - Fibroblast_1"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 40: Monocytes - Innate immune response"	"Cluster 7: Adipose tissue - Mixed function"	"Cluster 51: Neurons - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 14: Langerhans cells - Innate immune response"	6				"unprognostic (1.23e-1)"	"unprognostic (2.01e-1)"	"unprognostic (1.97e-1)"	"unprognostic (4.16e-3)"	"unprognostic (1.64e-2)"	"unprognostic (1.07e-1)"	"unprognostic (1.51e-1)"		"unprognostic (4.67e-3)"	"unprognostic (2.24e-2)"	"unprognostic (2.01e-1)"	"unprognostic (7.82e-3)"	"unprognostic (1.46e-3)"	"unprognostic (2.20e-1)"	"unprognostic (2.11e-3)"	"unprognostic (1.72e-2)"	"unprognostic (8.06e-2)"	"unprognostic (3.90e-4)"	"unprognostic (2.89e-1)"	"unprognostic (5.98e-2)"	"unprognostic (1.49e-1)"	"unprognostic (2.41e-1)"	"unprognostic (3.22e-1)"		"unprognostic (9.10e-2)"	"unprognostic (1.26e-2)"	"unprognostic (1.31e-1)"	"unprognostic (2.83e-3)"	"unprognostic (7.73e-4)"	"unprognostic (3.08e-1)"	"unprognostic (1.67e-1)"
RGCC	"bA157L14.2, C13orf15, RGC-32, RGC32"	ENSG00000102760	"Regulator of cell cycle"	Q9H4X1	13	41457550-41470871	"Predicted intracellular proteins"	"Cell cycle"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"bone marrow: 409.9;lung: 673.8"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 1212.9;Langerhans cells: 597.4;Schwann cells: 752.9;T-cells: 544.6"	"Cell type enhanced"	"Detected in many"		"bergmann glia: 596.0;endothelial cell: 312.4;oligodendrocyte: 207.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"naive CD4 T-cell: 160.9;T-reg: 91.1"	"Lineage enriched"	"Detected in many"	15	"T-cells: 160.9"	"Cancer enhanced"	"Detected in many"		"lymphoma: 34.0"	"Minor Salivary Gland - Minor salivary glandular cells, Spleen - Fibroblast_2, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA035638, HPA063701"	Enhanced		Supported	Nucleoplasm,Nucleoli			No	No		480000	"Cluster 31: T-cells - T-cell receptor"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	3	Nucleoplasm	Nucleoli	"HPA035638: AB_10670152, HPA063701: AB_2685096"	"unprognostic (4.62e-2)"	"unprognostic (1.31e-2)"		"unprognostic (3.54e-1)"	"unprognostic (9.55e-3)"	"unprognostic (3.49e-2)"	"unprognostic (6.10e-2)"	"unprognostic (7.16e-2)"	"unprognostic (3.56e-1)"	"unprognostic (2.41e-1)"	"unprognostic (1.18e-11)"	"unprognostic (3.68e-4)"	"unprognostic (3.08e-1)"	"unprognostic (2.03e-4)"		"unprognostic (5.98e-3)"	"unprognostic (2.05e-2)"	"unprognostic (3.22e-3)"	"unprognostic (1.20e-1)"	"unprognostic (1.74e-4)"	"unprognostic (9.05e-3)"	"unprognostic (9.73e-2)"	"unprognostic (9.54e-2)"	"unprognostic (2.27e-1)"	"unprognostic (1.61e-2)"	"unprognostic (1.42e-2)"	"unprognostic (9.47e-2)"	"unprognostic (2.71e-3)"	"unprognostic (2.58e-1)"	"unprognostic (1.65e-1)"	"unprognostic (9.86e-2)"
RHOBTB2	"DBC2, KIAA0717"	ENSG00000008853	"Rho related BTB domain containing 2"	Q9BYZ6	8	22987417-23020509	"Disease related genes, Human disease related genes, Predicted intracellular proteins"			"Disease variant, Epilepsy"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 51.3;lung: 49.0"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 126.9;Alveolar cells type 2: 159.8;Basal prostatic cells: 43.1;Proximal enterocytes: 43.5"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Lung - Alveolar cells type 2, Spleen - B-cells (Spleen)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA060938	Approved		Approved	"Plasma membrane"			NA	NA			"Cluster 32: Basophils - Transcription"	"Cluster 61: Brain - Neuronal signaling"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 72: Alveolar cells - Lung function"	7	"Plasma membrane"		"HPA060938: AB_2684391"	"unprognostic (3.30e-3)"	"unprognostic (1.72e-3)"	"unprognostic (2.14e-1)"	"unprognostic (4.22e-2)"	"unprognostic (1.40e-1)"	"unprognostic (7.88e-2)"	"unprognostic (9.87e-3)"	"unprognostic (2.98e-2)"	"unprognostic (2.90e-2)"	"unprognostic (2.57e-2)"	"unprognostic (1.03e-7)"	"unprognostic (3.76e-4)"	"unprognostic (1.25e-1)"	"unprognostic (8.81e-2)"	"unprognostic (4.29e-2)"	"unprognostic (7.53e-3)"	"unprognostic (5.92e-2)"	"unprognostic (2.22e-3)"	"unprognostic (9.67e-2)"	"unprognostic (1.84e-3)"	"unprognostic (8.08e-2)"	"unprognostic (5.26e-2)"	"unprognostic (3.01e-1)"	"unprognostic (1.80e-3)"	"unprognostic (3.53e-1)"	"unprognostic (1.89e-2)"	"unprognostic (3.83e-2)"	"unprognostic (1.31e-1)"	"unprognostic (2.57e-1)"	"unprognostic (8.07e-2)"	"unprognostic (1.48e-1)"
RSPO4	"C20orf182, dJ824F16.3"	ENSG00000101282	"R-spondin 4"	Q2I0M5	20	958452-1002311	"Disease related genes, Human disease related genes, Predicted secreted proteins"	"Sensory transduction, Wnt signaling pathway"	Heparin-binding	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 8.8;lung: 12.2"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 10.2;Early spermatids: 5.0;Late spermatids: 7.5;Oligodendrocyte precursor cells: 8.0;Oligodendrocytes: 6.6"	"Cell type enhanced"	"Detected in all"		"ependymal cell: 70.0"	"Cancer enhanced"	"Detected in many"		"Thyroid Carcinoma (TCGA): 7.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"thyroid cancer: 8.8"	"Testis - Early spermatids, Testis - Late spermatids"	"Region enhanced"	"Detected in single"		"basal ganglia: 1.2"	"Not detected"	"Not detected"			HPA048887	Uncertain				"Secreted in other tissues"	Other	NA	NA				"Cluster 34: Non-specific - Mixed function"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 24: Non-specific - Unknown function"	"Cluster 76: Oligodendrocyte precursor - Unknown function"	13			"HPA048887: AB_2680545"	"unprognostic (7.36e-2)"		"unprognostic (2.49e-1)"													"unprognostic (1.09e-1)"		"unprognostic (1.70e-2)"		"unprognostic (8.65e-4)"	"unprognostic (4.91e-2)"						"unprognostic (4.42e-2)"	"unprognostic (1.38e-2)"	"unprognostic (1.80e-1)"	"unprognostic (1.81e-2)"	"unprognostic (2.20e-2)"
SDR16C5	"EPHD-2, RDH-E2, RDHE2"	ENSG00000170786	"Short chain dehydrogenase/reductase family 16C member 5"	Q8N3Y7	8	56300005-56320776	"Enzymes, Metabolic proteins, Predicted membrane proteins"		Oxidoreductase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 50.4;lung: 33.4;skin 1: 60.6"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 213.2;Alveolar cells type 2: 467.7;Basal respiratory cells: 330.7;Ionocytes: 287.9;Suprabasal keratinocytes: 235.7"	"Cell type enhanced"	"Detected in many"		"lower rhombic lip: 21.3"	"Cancer enhanced"	"Detected in many"		"Lung Adenocarcinoma (TCGA): 29.4"	"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in some"	36	"memory B-cell: 4.7;naive B-cell: 2.3"	"Lineage enriched"	"Detected in single"	48	"B-cells: 4.7"	"Cancer enhanced"	"Detected in many"		"Bile duct cancer: 15.5"	"Breast - Breast glandular cells, Breast - Breast glandular cells, Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary gland basal cells, Prostate - Urothelial cells, Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA025224	Enhanced						NA	NA			"Cluster 17: B-cells - Immunoglobulins"	"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 30: Non-specific - Gene expression regulation"	"Cluster 35: Respiratory epithelial cells - Unknown function"	18			"HPA025224: AB_1856163"	"unprognostic (9.87e-2)"	"unprognostic (1.78e-1)"	"unprognostic (1.37e-1)"	"unprognostic (3.42e-1)"	"unprognostic (9.32e-2)"	"unprognostic (8.75e-4)"			"unprognostic (7.39e-4)"							"unprognostic (1.63e-1)"	"unprognostic (3.05e-2)"	"unprognostic (4.31e-2)"	"unprognostic (2.04e-1)"			"unprognostic (1.19e-3)"	"unprognostic (1.41e-1)"		"unprognostic (5.04e-1)"	"unprognostic (1.12e-2)"	"unprognostic (2.45e-1)"	"unprognostic (2.11e-1)"			
SIRPB1	"CD172b, SIRP-BETA-1"	ENSG00000101307	"Signal regulatory protein beta 1"	"O00241, Q5TFQ8"	20	1561385-1620061	"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 51.7;lung: 18.8;lymphoid tissue: 27.8"	"Group enriched"	"Detected in some"	8	"dendritic cells: 35.5;Hofbauer cells: 29.3;Kupffer cells: 44.1;Macrophages: 30.4;monocytes: 57.9"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"neutrophil: 1606.1"	"Group enriched"	"Detected in all"	6	"granulocytes: 1606.1;monocytes: 503.9"	"Cancer enhanced"	"Detected in many"		"Leukemia: 18.6;thyroid cancer: 23.3"	"Adipose subcutaneous - Macrophages, Liver - Neutrophils, Lung - Neutrophil_2, Spleen - Neutrophils"									HPA047463	Uncertain		Uncertain	Vesicles,Centrosome			NA	NA		28000000	"Cluster 7: Non-specific - Innate immune response"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 34: Non-specific - Mixed function"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 74: Neutrophils - Degranulation"	4	Vesicles	Centrosome	"HPA047463: AB_2680057"	"unprognostic (3.94e-1)"	"unprognostic (2.57e-2)"	"unprognostic (1.34e-1)"	"unprognostic (6.72e-3)"	"unprognostic (1.52e-1)"	"unprognostic (4.10e-3)"	"unprognostic (3.72e-2)"		"unprognostic (1.09e-1)"		"unprognostic (2.29e-1)"	"unprognostic (3.07e-2)"	"unprognostic (1.01e-1)"			"unprognostic (1.17e-1)"	"unprognostic (1.59e-1)"	"unprognostic (4.15e-2)"	"unprognostic (1.91e-1)"	"unprognostic (8.38e-2)"	"unprognostic (4.90e-4)"	"unprognostic (1.30e-1)"	"unprognostic (1.60e-1)"		"unprognostic (2.30e-1)"	"unprognostic (1.27e-1)"	"unprognostic (1.72e-1)"	"unprognostic (3.05e-2)"	"unprognostic (2.94e-3)"		"unprognostic (9.25e-2)"
SLC11A1	"LSH, NRAMP, NRAMP1"	ENSG00000018280	"Solute carrier family 11 member 1"	P49279	2	218382029-218396894	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ion transport, Iron transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 35.3;lung: 76.2;lymphoid tissue: 45.5"	"Group enriched"	"Detected in many"	9	"Hofbauer cells: 171.8;Kupffer cells: 159.6;Macrophages: 216.8;monocytes: 503.9"	"Group enriched"	"Detected in many"	14	"central nervous system macrophage: 62.7;leukocyte: 52.7"	"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 9.7"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	7	"classical monocyte: 6.1;intermediate monocyte: 4.5;myeloid DC: 1.9;neutrophil: 4.4;non-classical monocyte: 6.1"	"Group enriched"	"Detected in many"	11	"dendritic cells: 1.9;granulocytes: 4.4;monocytes: 6.1"	"Not detected"	"Not detected"			"Adipose subcutaneous - Macrophages, Breast - Macrophages, Colon - Neutrophils, Liver - Neutrophils, Prostate - Macrophages, Skin - Macrophages, Spleen - Neutrophils, Thyroid gland - Neutrophils"	"Low region specificity"	"Detected in many"			"Not detected"	"Not detected"			"HPA029590, HPA050378, HPA068540"	Uncertain		Approved	Nucleoli,Mitochondria			NA	NA			"Cluster 40: Monocytes - Innate immune response"	"Cluster 57: Lung - Lung function"	"Cluster 12: Non-specific - Vasculature"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 58: Macrophages - Innate immune response"		Mitochondria	Nucleoli	"HPA029590: AB_10794613, HPA050378: , HPA068540: "	"unprognostic (4.80e-2)"	"unprognostic (5.92e-2)"	"unprognostic (5.20e-2)"	"unprognostic (2.08e-2)"	"unprognostic (1.97e-3)"	"unprognostic (1.59e-1)"	"unprognostic (5.37e-3)"	"unprognostic (8.53e-2)"	"unprognostic (6.21e-2)"	"unprognostic (2.23e-2)"	"unprognostic (2.31e-5)"	"unprognostic (7.18e-2)"	"unprognostic (1.88e-2)"		"unprognostic (4.90e-2)"	"unprognostic (6.15e-2)"	"unprognostic (9.18e-2)"	"unprognostic (2.68e-2)"	"unprognostic (1.01e-1)"	"unprognostic (6.92e-3)"	"unprognostic (7.75e-2)"	"unprognostic (2.76e-2)"	"unprognostic (2.58e-2)"	"unprognostic (1.31e-1)"	"unprognostic (2.90e-2)"	"unprognostic (3.14e-2)"	"unprognostic (2.09e-2)"	"unprognostic (4.44e-2)"		"unprognostic (4.65e-3)"	"unprognostic (2.57e-3)"
SLC22A31		ENSG00000259803	"Solute carrier family 22 member 31"	A6NKX4	16	89195761-89201651	"Predicted membrane proteins, Transporters"	"Ion transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 155.6;lung: 39.4;pancreas: 32.0"	"Group enriched"	"Detected in some"	4	"Alveolar cells type 1: 74.4;Alveolar cells type 2: 285.8"	"Cell type enriched"	"Detected in some"	20	"upper rhombic lip: 59.8"	"Group enriched"	"Detected in many"	6	"Lung Adenocarcinoma (TCGA): 60.3;Thyroid Carcinoma (TCGA): 27.4"	"Region enriched"	"Detected in many"	10	"cerebellum: 63.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Myeloma: 11.7"	"Lung - Alveolar cells type 2, Skin - Sebaceous gland cells"																NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 35: Non-specific - DNA binding"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 72: Alveolar cells - Lung function"									"unprognostic (3.23e-3)"									"unprognostic (2.00e-2)"		"unprognostic (2.37e-3)"	"unprognostic (9.07e-2)"	"unprognostic (4.10e-3)"	"unprognostic (5.81e-2)"	"unprognostic (2.12e-1)"				"unprognostic (1.53e-1)"		"unprognostic (9.83e-2)"		"unprognostic (2.26e-1)"	"unprognostic (1.98e-1)"	"unprognostic (5.29e-3)"	"unprognostic (1.90e-2)"
